ID,FilmID, PayDate ,CusID,Amount
10926,875,2017-03-02 02:55:03.996 +0500,460,1.99
11554,478,2017-03-17 01:33:43.996 +0500,460,2.99
12056,243,2017-03-17 21:32:14.996 +0500,460,5.99
12586,922,2017-03-18 16:23:05.996 +0500,460,4.99
12865,753,2017-03-19 03:07:16.996 +0500,460,0.99
13215,818,2017-03-19 16:04:04.996 +0500,460,8.99
13341,380,2017-03-19 20:47:19.996 +0500,460,3.99
13920,703,2017-03-20 17:19:44.996 +0500,460,5.99
14864,629,2017-03-22 03:25:32.996 +0500,460,0.99
14923,753,2017-03-22 05:41:59.996 +0500,460,3.99
15954,125,2017-03-23 19:42:33.996 +0500,460,2.99
10260,628,2017-03-01 03:26:33.996 +0500,461,2.99
11063,489,2017-03-02 07:22:14.996 +0500,461,0.99
11219,634,2017-03-02 12:58:46.996 +0500,461,0.99
12022,448,2017-03-17 20:21:11.996 +0500,461,2.99
13223,73,2017-03-19 16:20:30.996 +0500,461,2.99
13269,519,2017-03-19 18:02:26.996 +0500,461,2.99
14186,693,2017-03-21 03:59:33.996 +0500,461,4.99
14893,507,2017-03-22 04:44:14.996 +0500,461,4.99
15067,806,2017-03-22 11:17:47.996 +0500,461,2.99
15187,508,2017-03-22 16:21:58.996 +0500,461,4.99
15336,109,2017-03-22 21:16:14.996 +0500,461,6.99
15411,967,2017-03-23 00:04:07.996 +0500,461,2.99
15449,625,2017-03-23 01:24:09.996 +0500,461,2.99
15613,69,2017-03-23 07:31:45.996 +0500,461,7.99
10283,921,2017-03-01 03:58:11.996 +0500,462,2.99
11639,869,2017-03-17 05:11:55.996 +0500,462,6.99
11808,880,2017-03-17 12:19:42.996 +0500,462,2.99
12466,590,2017-03-18 12:05:21.996 +0500,462,4.99
12582,976,2017-03-18 16:19:38.996 +0500,462,0.99
12802,537,2017-03-19 00:56:07.996 +0500,462,8.99
13041,346,2017-03-19 09:34:04.996 +0500,462,8.99
13328,131,2017-03-19 20:24:27.996 +0500,462,4.99
13492,255,2017-03-20 02:00:30.996 +0500,462,7.99
15581,873,2017-03-23 06:10:39.996 +0500,462,2.99
15943,154,2017-03-23 19:17:58.996 +0500,462,2.99
16013,122,2017-03-23 21:45:43.996 +0500,462,0.99
10275,146,2017-03-01 03:48:34.996 +0500,463,3.99
10405,795,2017-03-01 08:03:51.996 +0500,463,0.99
10906,689,2017-03-02 02:15:30.996 +0500,463,2.99
12096,9,2017-03-17 23:01:16.996 +0500,463,7.99
12679,336,2017-03-18 20:10:37.996 +0500,463,6.99
12950,236,2017-03-19 06:24:24.996 +0500,463,2.99
13938,818,2017-03-20 17:53:11.996 +0500,463,4.99
14689,249,2017-03-21 21:01:26.996 +0500,463,0.99
14859,464,2017-03-22 03:15:01.996 +0500,463,2.99
15151,887,2017-03-22 14:51:37.996 +0500,463,7.99
11275,623,2017-03-02 14:54:24.996 +0500,464,1.99
13644,216,2017-03-20 08:14:56.996 +0500,464,8.99
13943,4,2017-03-20 17:59:44.996 +0500,464,2.99
15092,527,2017-03-22 12:04:42.996 +0500,464,6.99
15854,360,2017-03-23 16:26:31.996 +0500,464,0.99
15983,730,2017-03-23 20:42:04.996 +0500,464,4.99
10542,245,2017-03-01 13:00:49.996 +0500,465,3.99
11156,201,2017-03-02 10:24:32.996 +0500,465,2.99
11586,690,2017-03-17 02:49:08.996 +0500,465,4.99
11648,738,2017-03-17 05:24:42.996 +0500,465,6.99
12106,710,2017-03-17 23:23:58.996 +0500,465,4.99
12814,45,2017-03-19 01:26:50.996 +0500,465,4.99
12864,979,2017-03-19 03:06:52.996 +0500,465,4.99
15550,302,2017-03-23 04:56:20.996 +0500,465,3.99
15859,929,2017-03-23 16:36:41.996 +0500,465,4.99
10469,670,2017-03-01 10:19:37.996 +0500,466,4.99
11343,122,2017-03-02 17:40:56.996 +0500,466,0.99
11359,360,2017-03-02 18:14:21.996 +0500,466,4.99
12048,826,2017-03-17 21:17:50.996 +0500,466,7.99
13478,473,2017-03-20 01:35:40.996 +0500,466,2.99
13884,698,2017-03-20 15:59:17.996 +0500,466,5.99
13988,780,2017-03-20 19:49:54.996 +0500,466,4.99
14546,331,2017-03-21 16:19:16.996 +0500,466,2.99
15230,563,2017-03-22 18:00:07.996 +0500,466,4.99
16005,719,2017-03-23 21:28:48.996 +0500,466,7.99
10239,273,2017-03-01 02:37:48.996 +0500,467,0.99
11332,519,2017-03-02 17:21:23.996 +0500,467,2.99
11874,578,2017-03-17 14:45:06.996 +0500,467,4.99
12266,474,2017-03-18 04:50:57.996 +0500,467,2.99
12437,879,2017-03-18 11:11:09.996 +0500,467,9.99
12641,169,2017-03-18 18:46:34.996 +0500,467,2.99
14402,164,2017-03-21 11:06:43.996 +0500,467,2.99
14451,864,2017-03-21 12:50:10.996 +0500,467,0.99
14842,552,2017-03-22 02:33:04.996 +0500,467,3.99
15032,748,2017-03-22 09:42:35.996 +0500,467,0.99
15830,69,2017-03-23 15:47:41.996 +0500,467,2.99
11257,21,2017-03-02 14:13:31.996 +0500,468,10.99
11633,372,2017-03-17 04:58:35.996 +0500,468,4.99
12026,344,2017-03-17 20:28:36.996 +0500,468,6.99
13221,24,2017-03-19 16:14:13.996 +0500,468,3.99
13417,18,2017-03-19 23:20:05.996 +0500,468,0.99
14154,212,2017-03-21 02:58:26.996 +0500,468,4.99
14210,408,2017-03-21 04:56:28.996 +0500,468,4.99
14309,972,2017-03-21 08:12:43.996 +0500,468,9.99
14313,743,2017-03-21 08:18:19.996 +0500,468,2.99
14614,670,2017-03-21 18:32:17.996 +0500,468,9.99
15435,456,2017-03-23 00:56:45.996 +0500,468,4.99
15522,524,2017-03-23 04:00:57.996 +0500,468,1.99
15836,58,2017-03-23 15:57:43.996 +0500,468,2.99
16044,290,2017-03-23 22:53:05.996 +0500,468,0.99
10258,447,2017-03-01 03:19:35.996 +0500,469,4.99
10316,415,2017-03-01 05:03:23.996 +0500,469,4.99
10658,646,2017-03-01 17:07:44.996 +0500,469,2.99
10741,726,2017-03-01 20:21:18.996 +0500,469,2.99
11185,270,2017-03-02 11:33:01.996 +0500,469,0.99
12035,507,2017-03-17 20:46:32.996 +0500,469,0.99
12447,890,2017-03-18 11:25:27.996 +0500,469,4.99
12633,946,2017-03-18 18:24:04.996 +0500,469,6.99
13654,347,2017-03-20 08:26:47.996 +0500,469,4.99
13763,907,2017-03-20 12:06:22.996 +0500,469,2.99
14197,75,2017-03-21 04:15:51.996 +0500,469,7.99
14661,163,2017-03-21 20:12:47.996 +0500,469,2.99
15487,578,2017-03-23 02:34:17.996 +0500,469,4.99
15561,13,2017-03-23 05:30:57.996 +0500,469,9.99
15851,494,2017-03-23 16:14:59.996 +0500,469,2.99
10236,821,2017-03-01 02:34:00.996 +0500,470,0.99
10944,518,2017-03-02 03:48:29.996 +0500,470,4.99
11397,562,2017-03-02 19:21:40.996 +0500,470,1.99
11711,329,2017-03-17 07:59:21.996 +0500,470,2.99
11742,130,2017-03-17 09:17:09.996 +0500,470,0.99
12177,115,2017-03-18 01:44:13.996 +0500,470,3.99
12423,227,2017-03-18 10:43:18.996 +0500,470,8.99
12753,327,2017-03-18 23:06:05.996 +0500,470,10.99
13585,729,2017-03-20 06:00:49.996 +0500,470,4.99
13592,330,2017-03-20 06:19:01.996 +0500,470,4.99
14405,609,2017-03-21 11:13:27.996 +0500,470,4.99
10430,254,2017-03-01 09:05:32.996 +0500,471,2.99
10828,534,2017-03-01 23:44:36.996 +0500,471,3.99
11601,244,2017-03-17 03:43:13.996 +0500,471,4.99
12271,846,2017-03-18 05:01:37.996 +0500,471,4.99
13661,870,2017-03-20 08:34:25.996 +0500,471,5.99
14085,767,2017-03-21 00:14:50.996 +0500,471,7.99
14094,804,2017-03-21 00:50:01.996 +0500,471,4.99
14317,453,2017-03-21 08:29:06.996 +0500,471,5.99
14538,735,2017-03-21 15:56:41.996 +0500,471,2.99
14942,7,2017-03-22 06:26:53.996 +0500,471,7.99
15184,266,2017-03-22 16:19:38.996 +0500,471,0.99
15654,951,2017-03-23 09:03:19.996 +0500,471,1.99
10282,134,2017-03-01 03:57:36.996 +0500,472,6.99
10627,440,2017-03-01 16:01:29.996 +0500,472,0.99
11911,783,2017-03-17 16:20:01.996 +0500,472,6.99
12763,86,2017-03-18 23:35:27.996 +0500,472,4.99
13188,127,2017-03-19 14:55:29.996 +0500,472,8.99
14209,199,2017-03-21 04:46:22.996 +0500,472,4.99
14596,437,2017-03-21 18:07:03.996 +0500,472,4.99
14597,256,2017-03-21 18:08:07.996 +0500,472,4.99
15185,647,2017-03-22 16:21:16.996 +0500,472,5.99
15278,536,2017-03-22 19:35:13.996 +0500,472,2.99
10867,564,2017-03-02 00:52:41.996 +0500,473,2.99
11006,609,2017-03-02 05:34:18.996 +0500,473,2.99
11216,246,2017-03-02 12:52:09.996 +0500,473,4.99
11336,424,2017-03-02 17:27:22.996 +0500,473,0.99
11421,738,2017-03-02 20:20:19.996 +0500,473,7.99
11741,395,2017-03-17 09:17:05.996 +0500,473,0.99
13984,471,2017-03-20 19:40:56.996 +0500,473,4.99
14202,434,2017-03-21 04:20:18.996 +0500,473,0.99
14550,618,2017-03-21 16:25:05.996 +0500,473,0.99
14658,320,2017-03-21 20:10:16.996 +0500,473,4.99
14757,255,2017-03-21 23:52:03.996 +0500,473,4.99
15118,451,2017-03-22 13:07:03.996 +0500,473,4.99
15400,585,2017-03-22 23:41:29.996 +0500,473,2.99
16024,639,2017-03-23 22:15:13.996 +0500,473,4.99
10376,912,2017-03-01 06:55:39.996 +0500,474,5.99
11117,352,2017-03-02 09:04:29.996 +0500,474,0.99
11489,658,2017-03-02 23:03:54.996 +0500,474,2.99
11537,43,2017-03-17 01:09:34.996 +0500,474,2.99
12083,433,2017-03-17 22:42:03.996 +0500,474,2.99
12236,265,2017-03-18 03:47:55.996 +0500,474,4.99
12440,610,2017-03-18 11:16:01.996 +0500,474,0.99
12597,833,2017-03-18 17:02:28.996 +0500,474,2.99
12702,410,2017-03-18 20:58:59.996 +0500,474,4.99
14728,586,2017-03-21 22:44:02.996 +0500,474,0.99
15046,336,2017-03-22 10:23:20.996 +0500,474,4.99
15558,139,2017-03-23 05:20:48.996 +0500,474,6.99
10357,681,2017-03-01 06:18:15.996 +0500,475,0.99
10633,687,2017-03-01 16:05:43.996 +0500,475,3.99
11293,331,2017-03-02 15:29:09.996 +0500,475,5.99
11770,627,2017-03-17 10:33:31.996 +0500,475,4.99
14303,220,2017-03-21 07:51:09.996 +0500,475,2.99
15097,623,2017-03-22 12:12:08.996 +0500,475,1.99
15288,435,2017-03-22 19:52:24.996 +0500,475,4.99
10346,912,2017-03-01 05:47:49.996 +0500,476,4.99
10617,946,2017-03-01 15:34:18.996 +0500,476,9.99
10826,272,2017-03-01 23:36:22.996 +0500,476,6.99
12616,648,2017-03-18 17:51:07.996 +0500,476,4.99
12709,848,2017-03-18 21:28:17.996 +0500,476,5.99
15413,547,2017-03-23 00:06:27.996 +0500,476,0.99
10500,103,2017-03-01 11:29:27.996 +0500,477,4.99
10912,160,2017-03-02 02:28:29.996 +0500,477,0.99
12420,100,2017-03-18 10:30:16.996 +0500,477,4.99
13002,850,2017-03-19 08:06:24.996 +0500,477,0.99
14552,434,2017-03-21 16:27:53.996 +0500,477,3.99
15091,453,2017-03-22 12:03:09.996 +0500,477,2.99
15929,397,2017-03-23 18:51:56.996 +0500,477,2.99
11906,72,2017-03-17 16:09:12.996 +0500,478,2.99
13162,402,2017-03-19 13:56:52.996 +0500,478,2.99
13507,731,2017-03-20 02:38:53.996 +0500,478,4.99
15027,73,2017-03-22 09:31:30.996 +0500,478,4.99
15188,26,2017-03-22 16:24:14.996 +0500,478,4.99
15724,229,2017-03-23 11:50:35.996 +0500,478,4.99
10303,207,2017-03-01 04:41:59.996 +0500,479,4.99
11109,589,2017-03-02 08:48:55.996 +0500,479,4.99
11584,852,2017-03-17 02:41:52.996 +0500,479,1.99
11835,614,2017-03-17 13:31:39.996 +0500,479,4.99
12401,940,2017-03-18 09:49:17.996 +0500,479,0.99
13078,893,2017-03-19 10:45:09.996 +0500,479,8.99
13974,416,2017-03-20 19:23:25.996 +0500,479,2.99
10808,130,2017-03-01 23:05:37.996 +0500,480,1.99
11017,899,2017-03-02 05:48:17.996 +0500,480,0.99
11369,544,2017-03-02 18:33:07.996 +0500,480,5.99
12905,233,2017-03-19 04:42:03.996 +0500,480,4.99
13092,951,2017-03-19 11:09:35.996 +0500,480,0.99
13131,321,2017-03-19 12:36:39.996 +0500,480,9.99
13831,123,2017-03-20 14:28:01.996 +0500,480,4.99
15363,505,2017-03-22 22:10:06.996 +0500,480,2.99
15579,869,2017-03-23 06:07:07.996 +0500,480,4.99
11207,976,2017-03-02 12:29:56.996 +0500,481,0.99
11387,546,2017-03-02 19:01:04.996 +0500,481,2.99
11752,398,2017-03-17 09:39:21.996 +0500,481,4.99
11885,857,2017-03-17 15:22:19.996 +0500,481,4.99
12160,293,2017-03-18 01:06:25.996 +0500,481,2.99
12981,856,2017-03-19 07:32:26.996 +0500,481,4.99
13497,286,2017-03-20 02:15:04.996 +0500,481,2.99
13878,10,2017-03-20 15:46:04.996 +0500,481,4.99
13990,491,2017-03-20 19:57:49.996 +0500,481,1.99
14280,342,2017-03-21 07:08:24.996 +0500,481,4.99
14584,574,2017-03-21 17:43:59.996 +0500,481,0.99
10824,861,2017-03-01 23:28:48.996 +0500,482,4.99
10839,628,2017-03-02 00:06:05.996 +0500,482,2.99
11498,109,2017-03-16 23:21:20.996 +0500,482,6.99
13174,500,2017-03-19 14:21:16.996 +0500,482,4.99
14383,422,2017-03-21 10:30:31.996 +0500,482,4.99
14732,416,2017-03-21 22:50:55.996 +0500,482,0.99
14891,65,2017-03-22 04:39:28.996 +0500,482,6.99
14995,908,2017-03-22 08:20:57.996 +0500,482,4.99
15391,855,2017-03-22 23:30:11.996 +0500,482,0.99
15849,889,2017-03-23 16:09:46.996 +0500,482,5.99
15865,442,2017-03-23 16:46:51.996 +0500,482,2.99
15879,53,2017-03-23 17:11:19.996 +0500,482,3.99
10677,948,2017-03-01 17:53:01.996 +0500,483,0.99
10953,330,2017-03-02 03:57:04.996 +0500,483,6.99
12331,997,2017-03-18 07:15:45.996 +0500,483,3.99
12695,99,2017-03-18 20:40:01.996 +0500,483,2.99
12875,373,2017-03-19 03:38:47.996 +0500,483,2.99
11871,661,2017-03-17 14:40:10.996 +0500,484,4.99
12024,524,2017-03-17 20:26:00.996 +0500,484,0.99
12771,676,2017-03-18 23:57:49.996 +0500,484,4.99
12993,918,2017-03-19 07:52:29.996 +0500,484,7.99
13160,90,2017-03-19 13:49:30.996 +0500,484,0.99
13956,822,2017-03-20 18:36:45.996 +0500,484,3.99
15607,895,2017-03-23 07:22:32.996 +0500,484,2.99
16026,103,2017-03-23 22:17:48.996 +0500,484,4.99
10771,282,2017-03-01 21:18:01.996 +0500,485,4.99
10772,26,2017-03-01 21:19:36.996 +0500,485,6.99
11188,302,2017-03-02 11:45:37.996 +0500,485,3.99
11921,110,2017-03-17 16:40:53.996 +0500,485,4.99
11974,351,2017-03-17 18:25:14.996 +0500,485,2.99
12261,888,2017-03-18 04:44:32.996 +0500,485,8.99
12487,560,2017-03-18 13:13:50.996 +0500,485,0.99
13055,783,2017-03-19 10:04:54.996 +0500,485,2.99
10902,845,2017-03-02 02:04:12.996 +0500,486,4.99
12465,377,2017-03-18 12:03:28.996 +0500,486,0.99
12609,505,2017-03-18 17:34:48.996 +0500,486,2.99
13048,231,2017-03-19 09:53:32.996 +0500,486,4.99
13803,242,2017-03-20 13:14:43.996 +0500,486,0.99
14251,28,2017-03-21 06:10:46.996 +0500,486,4.99
14284,138,2017-03-21 07:13:03.996 +0500,486,4.99
10511,847,2017-03-01 12:00:42.996 +0500,487,2.99
10555,83,2017-03-01 13:25:04.996 +0500,487,6.99
10832,892,2017-03-01 23:53:19.996 +0500,487,6.99
10877,734,2017-03-02 01:00:30.996 +0500,487,5.99
10978,350,2017-03-02 04:40:53.996 +0500,487,9.99
11669,708,2017-03-17 06:17:17.996 +0500,487,5.99
11890,664,2017-03-17 15:37:09.996 +0500,487,5.99
12493,665,2017-03-18 13:22:04.996 +0500,487,7.99
13210,611,2017-03-19 15:52:04.996 +0500,487,4.99
13658,838,2017-03-20 08:30:48.996 +0500,487,7.99
15665,760,2017-03-23 09:27:38.996 +0500,487,2.99
10474,979,2017-03-01 10:30:08.996 +0500,488,5.99
10767,630,2017-03-01 21:05:49.996 +0500,488,0.99
11774,366,2017-03-17 10:49:05.996 +0500,488,3.99
12483,392,2017-03-18 13:07:03.996 +0500,488,5.99
13446,708,2017-03-20 00:34:39.996 +0500,488,4.99
14948,640,2017-03-22 06:39:19.996 +0500,488,5.99
15259,717,2017-03-22 18:51:49.996 +0500,488,0.99
15350,259,2017-03-22 21:43:55.996 +0500,488,2.99
15499,137,2017-03-23 03:05:45.996 +0500,488,2.99
11119,938,2017-03-02 09:13:10.996 +0500,489,9.99
11705,922,2017-03-17 07:50:51.996 +0500,489,4.99
12496,100,2017-03-18 13:26:51.996 +0500,489,6.99
12701,508,2017-03-18 20:55:13.996 +0500,489,6.99
13462,845,2017-03-20 01:17:45.996 +0500,489,4.99
14095,340,2017-03-21 00:54:11.996 +0500,489,5.99
14328,702,2017-03-21 08:46:46.996 +0500,489,2.99
14424,556,2017-03-21 11:52:37.996 +0500,489,6.99
15205,722,2017-03-22 17:00:49.996 +0500,489,0.99
15981,628,2017-03-23 20:40:43.996 +0500,489,4.99
10786,10,2017-03-01 21:58:00.996 +0500,490,7.99
10955,134,2017-03-02 04:01:00.996 +0500,490,7.99
11965,43,2017-03-17 18:08:11.996 +0500,490,2.99
14557,107,2017-03-21 16:33:37.996 +0500,490,4.99
14761,583,2017-03-21 23:58:54.996 +0500,490,6.99
15276,987,2017-03-22 19:27:27.996 +0500,490,2.99
15448,638,2017-03-23 01:23:50.996 +0500,490,2.99
10974,151,2017-03-02 04:39:18.996 +0500,491,6.99
11048,45,2017-03-02 06:43:33.996 +0500,491,4.99
11590,786,2017-03-17 02:56:59.996 +0500,491,0.99
11840,396,2017-03-17 13:37:27.996 +0500,491,4.99
13607,590,2017-03-20 06:37:08.996 +0500,491,2.99
14780,696,2017-03-22 00:34:59.996 +0500,491,0.99
15685,81,2017-03-23 10:09:54.996 +0500,491,5.99
12971,767,2017-03-19 07:11:09.996 +0500,492,4.99
14255,687,2017-03-21 06:20:03.996 +0500,492,2.99
15822,787,2017-03-23 15:34:25.996 +0500,492,0.99
15958,905,2017-03-23 19:51:02.996 +0500,492,4.99
10777,764,2017-03-01 21:32:16.996 +0500,493,6.99
10885,918,2017-03-02 01:20:03.996 +0500,493,7.99
13638,716,2017-03-20 07:49:41.996 +0500,493,2.99
13675,77,2017-03-20 09:01:17.996 +0500,493,6.99
14117,124,2017-03-21 01:40:25.996 +0500,493,4.99
15177,183,2017-03-22 16:03:15.996 +0500,493,4.99
15355,762,2017-03-22 21:47:50.996 +0500,493,0.99
15490,856,2017-03-23 02:36:44.996 +0500,493,6.99
15878,349,2017-03-23 17:02:57.996 +0500,493,2.99
10403,429,2017-03-01 07:59:11.996 +0500,494,0.99
10623,967,2017-03-01 15:51:04.996 +0500,494,2.99
11152,849,2017-03-02 10:22:02.996 +0500,494,3.99
11987,323,2017-03-17 18:50:25.996 +0500,494,5.99
13094,697,2017-03-19 11:16:24.996 +0500,494,0.99
13301,489,2017-03-19 19:21:41.996 +0500,494,3.99
14634,109,2017-03-21 19:19:54.996 +0500,494,5.99
14832,397,2017-03-22 02:11:55.996 +0500,494,4.99
15086,59,2017-03-22 11:49:34.996 +0500,494,6.99
15156,260,2017-03-22 14:57:37.996 +0500,494,9.99
15291,320,2017-03-22 19:56:30.996 +0500,494,4.99
10643,843,2017-03-01 16:16:59.996 +0500,495,5.99
10783,266,2017-03-01 21:52:03.996 +0500,495,4.99
12782,319,2017-03-19 00:24:49.996 +0500,495,5.99
12837,496,2017-03-19 02:19:35.996 +0500,495,0.99
13205,574,2017-03-19 15:33:52.996 +0500,495,3.99
13445,356,2017-03-20 00:33:59.996 +0500,495,2.99
13818,284,2017-03-20 13:48:35.996 +0500,495,4.99
15984,437,2017-03-23 20:44:53.996 +0500,495,2.99
11060,745,2017-03-02 07:16:44.996 +0500,496,7.99
11448,263,2017-03-02 21:12:59.996 +0500,496,4.99
11893,504,2017-03-17 15:41:55.996 +0500,496,3.99
12605,300,2017-03-18 17:28:03.996 +0500,496,4.99
13569,420,2017-03-20 05:31:25.996 +0500,496,5.99
14013,859,2017-03-20 21:11:16.996 +0500,496,6.99
14332,304,2017-03-21 08:59:09.996 +0500,496,7.99
14348,196,2017-03-21 09:22:52.996 +0500,496,0.99
15750,977,2017-03-23 13:04:31.996 +0500,496,2.99
10760,289,2017-03-01 20:53:46.996 +0500,497,7.99
12123,79,2017-03-17 23:50:44.996 +0500,497,0.99
13159,500,2017-03-19 13:48:25.996 +0500,497,4.99
13289,772,2017-03-19 18:59:56.996 +0500,497,2.99
14134,467,2017-03-21 02:14:20.996 +0500,497,0.99
15362,229,2017-03-22 22:08:46.996 +0500,497,5.99
15633,194,2017-03-23 07:59:36.996 +0500,497,0.99
15919,379,2017-03-23 18:29:57.996 +0500,497,0.99
10225,688,2017-03-01 02:07:06.996 +0500,498,0.99
11455,436,2017-03-02 21:35:32.996 +0500,498,6.99
12893,37,2017-03-19 04:15:09.996 +0500,498,2.99
10333,862,2017-03-01 05:26:58.996 +0500,499,0.99
10497,235,2017-03-01 11:24:25.996 +0500,499,2.99
11513,977,2017-03-17 00:19:59.996 +0500,499,7.99
11606,899,2017-03-17 04:01:09.996 +0500,499,0.99
11978,957,2017-03-17 18:30:36.996 +0500,499,4.99
12004,590,2017-03-17 19:25:19.996 +0500,499,8.99
12354,640,2017-03-18 08:02:33.996 +0500,499,7.99
12436,823,2017-03-18 11:09:31.996 +0500,499,3.99
12587,677,2017-03-18 16:31:39.996 +0500,499,1.99
12947,207,2017-03-19 06:22:47.996 +0500,499,4.99
13822,175,2017-03-20 14:07:54.996 +0500,499,3.99
14858,80,2017-03-22 03:14:44.996 +0500,499,3.99
15587,551,2017-03-23 06:28:54.996 +0500,499,7.99
10947,551,2017-03-02 03:51:43.996 +0500,500,6.99
11218,249,2017-03-02 12:57:38.996 +0500,500,1.99
12639,122,2017-03-18 18:41:31.996 +0500,500,2.99
12813,723,2017-03-19 01:22:48.996 +0500,500,2.99
13628,226,2017-03-20 07:32:19.996 +0500,500,4.99
14407,525,2017-03-21 11:15:17.996 +0500,500,0.99
14964,500,2017-03-22 07:07:50.996 +0500,500,4.99
15584,772,2017-03-23 06:17:47.996 +0500,500,2.99
15853,50,2017-03-23 16:22:46.996 +0500,500,2.99
10817,672,2017-03-01 23:19:34.996 +0500,501,4.99
11393,231,2017-03-02 19:12:55.996 +0500,501,4.99
11640,374,2017-03-17 05:12:59.996 +0500,501,1.99
11799,8,2017-03-17 11:53:51.996 +0500,501,6.99
12914,961,2017-03-19 04:54:25.996 +0500,501,4.99
13889,963,2017-03-20 16:08:32.996 +0500,501,0.99
15239,392,2017-03-22 18:14:43.996 +0500,501,4.99
15699,902,2017-03-23 10:49:01.996 +0500,501,5.99
10390,326,2017-03-01 07:15:14.996 +0500,502,4.99
10938,855,2017-03-02 03:33:48.996 +0500,502,0.99
11036,446,2017-03-02 06:24:55.996 +0500,502,4.99
11301,147,2017-03-02 16:06:25.996 +0500,502,0.99
11317,412,2017-03-02 16:37:18.996 +0500,502,4.99
11435,355,2017-03-02 20:42:49.996 +0500,502,0.99
11620,833,2017-03-17 04:34:48.996 +0500,502,0.99
12762,853,2017-03-18 23:35:20.996 +0500,502,4.99
13052,666,2017-03-19 10:00:08.996 +0500,502,9.99
14411,460,2017-03-21 11:23:23.996 +0500,502,4.99
15486,363,2017-03-23 02:33:46.996 +0500,502,3.99
16034,142,2017-03-23 22:35:00.996 +0500,502,3.99
11075,664,2017-03-02 07:52:49.996 +0500,503,2.99
11161,730,2017-03-02 10:34:23.996 +0500,503,1.99
11858,763,2017-03-17 14:18:57.996 +0500,503,4.99
12370,735,2017-03-18 08:26:13.996 +0500,503,2.99
12783,246,2017-03-19 00:29:40.996 +0500,503,4.99
13332,690,2017-03-19 20:29:17.996 +0500,503,2.99
13551,234,2017-03-20 04:28:56.996 +0500,503,2.99
14823,149,2017-03-22 01:53:08.996 +0500,503,0.99
14913,789,2017-03-22 05:20:39.996 +0500,503,2.99
15056,408,2017-03-22 10:44:20.996 +0500,503,4.99
15077,690,2017-03-22 11:37:44.996 +0500,503,2.99
15588,393,2017-03-23 06:31:01.996 +0500,503,3.99
15692,403,2017-03-23 10:28:28.996 +0500,503,4.99
15726,201,2017-03-23 11:56:52.996 +0500,503,2.99
15797,111,2017-03-23 14:42:13.996 +0500,503,0.99
10397,906,2017-03-01 07:39:53.996 +0500,504,0.99
10509,19,2017-03-01 11:53:54.996 +0500,504,3.99
11569,569,2017-03-17 01:59:30.996 +0500,504,2.99
12769,206,2017-03-18 23:55:06.996 +0500,504,1.99
13166,958,2017-03-19 14:04:54.996 +0500,504,2.99
13206,542,2017-03-19 15:34:00.996 +0500,504,2.99
13387,24,2017-03-19 22:14:36.996 +0500,504,2.99
13859,957,2017-03-20 15:22:09.996 +0500,504,5.99
15018,86,2017-03-22 09:21:04.996 +0500,504,4.99
15166,334,2017-03-22 15:34:03.996 +0500,504,6.99
15723,854,2017-03-23 11:45:52.996 +0500,504,8.99
16022,643,2017-03-23 22:12:53.996 +0500,504,4.99
10896,494,2017-03-02 01:47:59.996 +0500,505,2.99
11163,418,2017-03-02 10:37:06.996 +0500,505,0.99
11907,857,2017-03-17 16:09:13.996 +0500,505,2.99
13612,147,2017-03-20 06:50:34.996 +0500,505,3.99
14398,78,2017-03-21 10:55:47.996 +0500,505,2.99
14802,154,2017-03-22 01:16:49.996 +0500,505,2.99
15436,334,2017-03-23 00:58:52.996 +0500,505,4.99
10477,53,2017-03-01 10:32:43.996 +0500,506,2.99
10873,37,2017-03-02 00:59:00.996 +0500,506,4.99
11238,594,2017-03-02 13:54:16.996 +0500,506,0.99
11781,403,2017-03-17 11:05:26.996 +0500,506,4.99
12994,834,2017-03-19 07:54:36.996 +0500,506,0.99
13073,188,2017-03-19 10:34:04.996 +0500,506,2.99
13767,601,2017-03-20 12:12:02.996 +0500,506,0.99
14074,287,2017-03-20 23:44:33.996 +0500,506,1.99
14337,772,2017-03-21 09:02:52.996 +0500,506,2.99
14395,137,2017-03-21 10:52:26.996 +0500,506,6.99
15022,56,2017-03-22 09:24:09.996 +0500,506,5.99
15572,618,2017-03-23 05:56:27.996 +0500,506,1.99
15694,662,2017-03-23 10:31:12.996 +0500,506,9.99
12071,409,2017-03-17 22:17:40.996 +0500,507,6.99
12275,322,2017-03-18 05:10:28.996 +0500,507,4.99
12343,99,2017-03-18 07:43:39.996 +0500,507,4.99
14625,584,2017-03-21 19:02:47.996 +0500,507,4.99
15394,757,2017-03-22 23:32:47.996 +0500,507,2.99
10746,69,2017-03-01 20:27:15.996 +0500,508,8.99
11365,254,2017-03-02 18:28:35.996 +0500,508,2.99
11447,846,2017-03-02 21:04:51.996 +0500,508,6.99
13095,115,2017-03-19 11:16:36.996 +0500,508,6.99
13201,22,2017-03-19 15:24:31.996 +0500,508,2.99
15010,37,2017-03-22 08:58:43.996 +0500,508,6.99
15195,241,2017-03-22 16:36:49.996 +0500,508,4.99
10988,255,2017-03-02 05:06:43.996 +0500,509,5.99
11814,759,2017-03-17 12:37:46.996 +0500,509,6.99
12109,311,2017-03-17 23:27:01.996 +0500,509,4.99
14045,661,2017-03-20 22:18:37.996 +0500,509,4.99
